Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
17500,766,1.2,NaN,NaN,NaN,NaN,0,102350,NaN,NaN,NaN,NaN,0,0,18259.3,36700,5388150,1,NaN,NaN
17550,742.35,1.2,NaN,NaN,NaN,NaN,0,7850,NaN,NaN,NaN,NaN,0,0,18259.3,6950,594050,1,NaN,NaN
17600,672,1.2,NaN,NaN,NaN,NaN,0,38350,NaN,NaN,NaN,NaN,0,0,18259.3,84800,2365650,1,NaN,NaN
17650,624.45,1.3,NaN,0.00012038161362719089,NaN,0.29422125195323906,0,8700,NaN,-0.01316904701278115,NaN,-4.723271216940658,0,0,18259.3,4400,641800,1,NaN,0.3235262943345349
17700,566.95,1.35,0.00025714572472024504,0.00014027329809605406,0.33920069079669535,0.2744294606551265,0,91950,0.9615610151634327,-0.014504251290287725,-16.029318188272544,-4.785034391073559,0,0,18259.3,120350,3810950,1,0.7967304580317165,0.3516261164451022
17750,513.05,1.45,0.0001468477071042051,0.00016808814231785498,0.24638783665271768,0.25557870449680004,0,60100,0.9864664631642359,-0.01648203336050216,-6.6660804101282825,-4.969343439793669,0,0,18259.3,0,1265800,1,0.3304926595279634,0.39240734306944125
17800,475.5,1.6,0.0004537606100898289,0.00020656913916947218,0.35975313756093646,0.237239029712612,200,327400,0.914666417284742,-0.019233241544930654,-29.22719617300612,-5.257127252619979,0,0,18259.3,95300,5476350,1,1.4910999896156734,0.44763801643700907
17850,420.65,1.85,0.00047095840920474686,0.00026304164377404996,0.2958721765421983,0.2199396443454361,0,51300,0.9307024818492767,-0.023402978302161394,-21.289052899869613,-5.747200956426348,0,0,18259.3,21950,2182650,1,1.2728055671693836,0.5284494035591966
17900,374.5,2.3,0.0006020344818598963,0.00035078023781690866,0.29342470341597365,0.20438155781793602,1000,84450,0.9051051128881046,-0.030254407783912175,-26.07178237888515,-6.609212412668816,0,0,18259.3,118600,4658500,1,1.6135908574666094,0.6548656444325107
17950,330.1,2.95,0.0007510179141026254,0.0004798875834251538,0.292790883884716,0.18895462320069648,150,174450,0.8711908069915082,-0.04028015169510606,-31.718454824089523,-7.7149161833869195,0,0,18259.3,28500,3056200,1,2.0085526990120814,0.8282709304892005
18000,277.75,4.3,0.0008992826412678289,0.0006941249641940325,0.24822836626254385,0.1771128583397836,11650,292950,0.8683577174453089,-0.05895750629809283,-27.623334476944727,-9.782970224763043,0,0,18259.3,456400,7241800,1,2.03902712460113,1.1229570340959567
18050,230.35,6.45,0.001127889862976116,0.0010103564638301082,0.22614024622237772,0.1654512441114814,6550,342250,0.8394989675386207,-0.08805172241988549,-28.589357421214956,-12.390394067048943,0,0,18259.3,103100,3356950,1,2.3298069577416918,1.5269332253103445
18100,183.55,10.65,0.0014409521380202546,0.0014706877311198472,0.20254785951202034,0.15738442417752255,68750,502250,0.8011677137056137,-0.13874764984034424,-29.14951082207121,-16.257299805999395,0,0,18259.3,1250200,6619200,1,2.6659536684041125,2.1142561506294792
18150,140.8,17.4,0.001823992454713224,0.00204575060803546,0.18737913978693527,0.1490049845617027,113150,418150,0.7363741345420153,-0.21392308188084536,-31.23059595724152,-20.15788706367704,0,0,18259.3,629300,4880550,1,3.121904847970122,2.7843823333937303
18200,102.5,29.1,0.0022119106178400466,0.00262154146211129,0.17596020406631474,0.14343900819622002,367200,740500,0.6457775646771445,-0.32385671789760484,-33.019894000208346,-23.74575730509416,0,0,18259.3,3348450,9733700,1,3.555145782615614,3.434783661040701
18250,69.7,46.15,0.002497115051934166,0.0030488629989964752,0.16662195150450937,0.13627651638606517,726500,966450,0.5318211705466893,-0.46177483541812553,-33.099792665912425,-24.59229862492223,0,0,18259.3,5178550,7497800,1,3.800547396474075,3.7951969364510325
18300,43.85,70.4,0.0025364604380290773,0.003097074866073565,0.15972436575521778,0.12864388971019247,1108050,1161250,0.40349309032854797,-0.6198405856945189,-30.645939553316172,-21.705653278077747,0,0,18259.3,14668350,11143600,1,3.700621340562809,3.6392865349811108
18350,25.95,102.3,0.0022476593391505795,0.0026128288741338883,0.15683790670802777,0.1187820336384878,480400,315500,0.28051016307382604,-0.7792766967390495,-26.010944104324462,-14.693205047844206,0,0,18259.3,10586150,3756250,1,3.2200076993749334,2.8348958425752095
18400,15,141.5,0.001752076650308176,0.0015247692719052683,0.15822952809907,0.10228788994273744,661100,376000,0.18281568109389382,-0.9196818123275742,-20.529924157839076,-4.752569658041897,0,0,18259.3,17622150,6300200,1,2.5323050351958214,1.4246354102751884
18450,8.3,184.35,0.0012431151918563036,NaN,0.1603986237997166,NaN,409400,70900,0.11207550157175782,NaN,-14.910925820631343,NaN,0,0,18259.3,8609250,692300,1,1.82132477609977,NaN
18500,4.85,231,0.0008369745760419351,NaN,0.16649925045177166,NaN,373050,39400,0.06926974170870362,NaN,-10.78494188014148,NaN,0,0,18259.3,12289550,997600,1,1.2729165486318024,NaN
18550,3.25,278.7,0.0005740018402671967,NaN,0.17749588844067518,NaN,105000,6450,0.04653317564955435,NaN,-8.385414858230739,NaN,0,0,18259.3,7339900,116200,1,0.9306298232790642,NaN
18600,2.5,328.8,0.0004163068764515851,NaN,0.19222389137013712,NaN,123650,1350,0.03456594837629333,NaN,-7.119220682367757,NaN,0,0,18259.3,9280000,201650,1,0.73096458014829,NaN
18650,1.95,379.55,0.0003074343831708835,NaN,0.20632609307808422,NaN,48000,350,0.026117257883758408,NaN,-6.0481600529661526,NaN,0,0,18259.3,5300500,60700,1,0.5794046487564712,NaN
18700,1.75,423.1,0.0002453568500133492,NaN,0.2242645645435334,NaN,64850,950,0.022051669675071665,NaN,-5.695718702792274,NaN,0,0,18259.3,7874100,45200,1,0.50261359148945,NaN
18750,1.6,481.15,0.0002005440763305403,NaN,0.24214148463993523,NaN,20800,0,0.019027420096213804,NaN,-5.421819424484289,NaN,0,0,18259.3,3231750,8500,1,0.44356209189595514,NaN
18800,1.5,528,0.0001681096755835407,NaN,0.26033889905904456,NaN,61300,100,0.016843887924636165,NaN,-5.249393217011952,NaN,0,0,18259.3,6350100,72550,1,0.3997671994894957,NaN
