Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
17500,355.35,0.8,NaN,NaN,NaN,NaN,4750,223450,NaN,NaN,NaN,NaN,0,0,17852.55,1573800,10955900,0,NaN,NaN
17550,306,0.8,NaN,NaN,NaN,NaN,350,22900,NaN,NaN,NaN,NaN,0,0,17852.55,358700,4006550,0,NaN,NaN
17600,257.05,0.85,NaN,NaN,NaN,NaN,20050,355200,NaN,NaN,NaN,NaN,0,0,17852.55,2560650,10844850,0,NaN,NaN
17650,206.05,1.05,NaN,NaN,NaN,NaN,15950,247200,NaN,NaN,NaN,NaN,0,0,17852.55,1143100,7443300,0,NaN,NaN
17700,156.5,1.3,NaN,NaN,NaN,NaN,102700,645450,NaN,NaN,NaN,NaN,0,0,17852.55,5959250,16013300,0,NaN,NaN
17750,108,2.15,NaN,NaN,NaN,NaN,165650,736700,NaN,NaN,NaN,NaN,0,0,17852.55,2980050,14422150,0,NaN,NaN
17800,61.75,6.35,NaN,NaN,NaN,NaN,920000,2379000,NaN,NaN,NaN,NaN,0,0,17852.55,10320450,27145050,0,NaN,NaN
17850,24.7,19.15,NaN,NaN,NaN,NaN,1947850,1515550,NaN,NaN,NaN,NaN,0,0,17852.55,15259050,12152750,0,NaN,NaN
17900,6.2,50.7,NaN,NaN,NaN,NaN,2099350,740200,NaN,NaN,NaN,NaN,0,0,17852.55,20848900,5169250,0,NaN,NaN
17950,1,96,NaN,NaN,NaN,NaN,1223200,91650,NaN,NaN,NaN,NaN,0,0,17852.55,14526300,935900,0,NaN,NaN
18000,0.6,145.15,NaN,NaN,NaN,NaN,258400,65300,NaN,NaN,NaN,NaN,0,0,17852.55,14454050,1573550,0,NaN,NaN
18050,0.45,195.45,NaN,NaN,NaN,NaN,175450,9050,NaN,NaN,NaN,NaN,0,0,17852.55,4896600,221950,0,NaN,NaN
18100,0.45,244.75,NaN,NaN,NaN,NaN,24300,1850,NaN,NaN,NaN,NaN,0,0,17852.55,7336300,223400,0,NaN,NaN
18150,0.35,293.5,NaN,NaN,NaN,NaN,11850,300,NaN,NaN,NaN,NaN,0,0,17852.55,1389850,19600,0,NaN,NaN
18200,0.4,344.1,NaN,NaN,NaN,NaN,71300,250,NaN,NaN,NaN,NaN,0,0,17852.55,7019250,129500,0,NaN,NaN
18250,0.35,393.15,NaN,NaN,NaN,NaN,50,50,NaN,NaN,NaN,NaN,0,0,17852.55,1551600,9100,0,NaN,NaN
18300,0.35,443.25,NaN,NaN,NaN,NaN,2800,0,NaN,NaN,NaN,NaN,0,0,17852.55,5285600,65300,0,NaN,NaN
18350,0.25,497.4,NaN,NaN,NaN,NaN,11750,0,NaN,NaN,NaN,NaN,0,0,17852.55,725700,5500,0,NaN,NaN
18400,0.25,545.75,NaN,NaN,NaN,NaN,20950,2000,NaN,NaN,NaN,NaN,0,0,17852.55,2335900,49700,0,NaN,NaN
18450,0.25,598.8,NaN,NaN,NaN,NaN,11350,0,NaN,NaN,NaN,NaN,0,0,17852.55,593250,7800,0,NaN,NaN
18500,0.2,646.25,NaN,NaN,NaN,NaN,6100,400,NaN,NaN,NaN,NaN,0,0,17852.55,6471850,327800,0,NaN,NaN
18550,0.3,696.2,NaN,NaN,NaN,NaN,1600,0,NaN,NaN,NaN,NaN,0,0,17852.55,291450,8450,0,NaN,NaN
18600,0.2,748,NaN,NaN,NaN,NaN,1550,0,NaN,NaN,NaN,NaN,0,0,17852.55,824250,17450,0,NaN,NaN
18650,0.15,795,NaN,NaN,NaN,NaN,9750,0,NaN,NaN,NaN,NaN,0,0,17852.55,73050,3100,0,NaN,NaN
18700,0.15,845,NaN,NaN,NaN,NaN,5300,100,NaN,NaN,NaN,NaN,0,0,17852.55,1793350,21450,0,NaN,NaN
18750,0.2,906.6,NaN,NaN,NaN,NaN,500,0,NaN,NaN,NaN,NaN,0,0,17852.55,184550,700,0,NaN,NaN
18800,0.2,950,NaN,NaN,NaN,NaN,2950,0,NaN,NaN,NaN,NaN,0,0,17852.55,1016850,17950,0,NaN,NaN
18850,0.25,1043.45,NaN,NaN,NaN,NaN,3600,0,NaN,NaN,NaN,NaN,0,0,17852.55,124550,950,0,NaN,NaN
