Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
21000,0,0.15,NaN,NaN,NaN,NaN,0,36375,NaN,NaN,NaN,NaN,0,0,22668.1,0,4412375,0,NaN,NaN
21050,0,0.25,NaN,NaN,NaN,NaN,0,5050,NaN,NaN,NaN,NaN,0,0,22668.1,0,305900,0,NaN,NaN
21100,0,0.2,NaN,NaN,NaN,NaN,0,7825,NaN,NaN,NaN,NaN,0,0,22668.1,0,1060600,0,NaN,NaN
21150,0,0.2,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,0,22668.1,0,440775,0,NaN,NaN
21200,0,0.2,NaN,NaN,NaN,NaN,0,14825,NaN,NaN,NaN,NaN,0,0,22668.1,0,1430325,0,NaN,NaN
21250,0,0.25,NaN,NaN,NaN,NaN,0,34300,NaN,NaN,NaN,NaN,0,0,22668.1,0,789650,0,NaN,NaN
21300,0,0.25,NaN,NaN,NaN,NaN,0,1575,NaN,NaN,NaN,NaN,0,0,22668.1,0,1047375,0,NaN,NaN
21350,0,0.3,NaN,NaN,NaN,NaN,0,6025,NaN,NaN,NaN,NaN,0,0,22668.1,0,679325,0,NaN,NaN
21400,0,0.25,NaN,NaN,NaN,NaN,0,112425,NaN,NaN,NaN,NaN,0,0,22668.1,0,1218975,0,NaN,NaN
21450,0,0.3,NaN,NaN,NaN,NaN,0,1900,NaN,NaN,NaN,NaN,0,0,22668.1,0,611975,0,NaN,NaN
21500,1192.5,0.25,NaN,NaN,NaN,NaN,275,165125,NaN,NaN,NaN,NaN,0,0,22668.1,105475,4353350,0,NaN,NaN
21550,1100,0.3,NaN,NaN,NaN,NaN,0,130800,NaN,NaN,NaN,NaN,0,0,22668.1,0,572225,0,NaN,NaN
21600,1081,0.3,NaN,NaN,NaN,NaN,0,376275,NaN,NaN,NaN,NaN,0,0,22668.1,12150,1719700,0,NaN,NaN
21650,1011.8,0.35,NaN,NaN,NaN,NaN,0,73350,NaN,NaN,NaN,NaN,0,0,22668.1,0,773725,0,NaN,NaN
21700,1001,0.4,NaN,NaN,NaN,NaN,0,396475,NaN,NaN,NaN,NaN,0,0,22668.1,15825,2642975,0,NaN,NaN
21750,950.55,0.4,NaN,NaN,NaN,NaN,0,51900,NaN,NaN,NaN,NaN,0,0,22668.1,6175,1047075,0,NaN,NaN
21800,882.6,0.4,NaN,NaN,NaN,NaN,0,1328700,NaN,NaN,NaN,NaN,0,0,22668.1,55525,3884100,0,NaN,NaN
