Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
18900,795,2.85,0.00017886295828281295,0.00012172279157958186,0.17995159475356873,0.15560298317742197,0,22150,0.9626108050265926,-0.019685668982051735,-5.750708413141142,-1.5039268560153751,0,0,19671.45,3650,2563000,6,2.0474214165402884,1.2048166353576395
18950,687.65,3.1,NaN,0.00013999616316655872,NaN,0.14895249484418568,0,17800,NaN,-0.022054376714052023,NaN,-1.5811470532605174,0,0,19671.45,1000,793200,6,NaN,1.3264627164920346
19000,709,3.55,0.0003028984460785811,0.0001655734416801854,0.20540228089077336,0.143344332939025,100,39750,0.9138252067935649,-0.025725259717907747,-9.327202363253152,-1.727221801764315,0,0,19671.45,304100,6014700,6,3.9576140561762547,1.5097406090042114
19050,655.2,3.8,0.000318046382952721,0.0001907845293821372,0.18412411890223776,0.13598032127229015,0,7700,0.9204707461806437,-0.02862065935211784,-8.298078425447411,-1.7852467358812178,0,0,19671.45,12350,1215500,6,3.725051445524448,1.6502523147386499
19100,610,4.2,0.0003701281215477611,0.000224259827049398,0.1844920820796548,0.12916879798729716,50,31250,0.9023187630692788,-0.03269679261041171,-9.215691507152352,-1.8866135904742911,0,0,19671.45,26250,2655150,6,4.3437112517760825,1.8426388928171529
19150,540.35,4.75,0.00017682915920880116,0.0002676957697265779,0.10493757944091628,0.1226605214754967,0,46150,0.9805701219911686,-0.03809580305177853,-3.812450622972674,-2.022240291690607,0,0,19671.45,10100,1112900,6,1.180364275403668,2.0887066410147335
19200,506,5.6,0.00044613252317561727,0.00032645390436688584,0.1517381406706473,0.11685202995694942,150,70000,0.9034647584722177,-0.0458444978234477,-8.005188756072753,-2.2272021124007613,0,0,19671.45,57100,3212600,6,4.306156160927405,2.4265500922652987
19250,457.75,6.9,0.0005145030723616568,0.00040571070605855325,0.14376253085313515,0.11181327412209452,50,56450,0.8909838644915781,-0.05699863490724582,-8.16914107999715,-2.520071552473664,0,0,19671.45,11950,1565100,6,4.705056194408222,2.8856321332987847
19300,411.3,8.65,0.0006011183925054846,0.0005074938733536917,0.13855286213839152,0.10694294298719605,1300,139000,0.8710899833582096,-0.07178437497072852,-8.59957557887286,-2.864250717888021,0,0,19671.45,155150,3498250,6,5.297935303261436,3.452344033870419
19350,362.35,10.9,0.0006992217683526404,0.0006357712914483813,0.12769800882330118,0.10193747755255132,150,123750,0.8573329801929086,-0.09080266653002744,-8.495306132128942,-3.233294210476763,0,0,19671.45,64150,2496050,6,5.679762793026574,4.122549970896261
