Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
18150,835,0,NaN,0.00000000000000000000002291342277766655,NaN,0.0416052420365754,0,0,NaN,0,NaN,-0.000000000000000000019803873427920255,0,0,19091.65,0,0,6,NaN,0.00000000000000000005711936032630856
18200,900.6,0,NaN,0.00000000000000000008996028238144778,NaN,0.043453650690269074,50,0,NaN,0,NaN,-0.00000000000000008481397456766824,0,0,19091.65,25700,0,6,NaN,0.0000000000000002342191458357573
18250,757.25,0,NaN,0.000000000000000024336091965602733,NaN,0.044399056785129,0,0,NaN,0,NaN,-0.00000000000002395313674938585,0,0,19091.65,0,0,6,NaN,0.00000000000006473958273115937
18300,800.2,0,NaN,0.000000000000000012879485082686455,NaN,0.04131028148696075,50,0,NaN,0,NaN,-0.000000000000010974351768912092,0,0,19091.65,40450,0,6,NaN,0.000000000000031878800261506974
18350,746.45,0,NaN,0.00000000000000002623729904003385,NaN,0.03908980752934341,0,0,NaN,0,NaN,-0.000000000000020017519360202584,0,0,19091.65,42650,0,6,NaN,0.00000000000006145086085218333
18400,703.2,0,NaN,0.000000000000000000000480930596875211,NaN,0.03149574833485856,0,0,NaN,0,NaN,-0.0000000000000000002382047069353933,0,0,19091.65,67200,0,6,NaN,0.0000000000000000009075690003723664
18450,657,0,NaN,0.0000000000000004183453666034701,NaN,0.035317149125082964,0,0,NaN,-0.0000000000000046619403467035445,NaN,-0.0000000000002473991937829005,0,0,19091.65,12400,0,6,NaN,0.0000000000008852499612247978
18500,607.7,0,NaN,0.000000000000000000000000000000000003705444714819286,NaN,0.02038340514215248,1450,0,NaN,0,NaN,-0.00000000000000000000000000000000076870176660674155,0,0,19091.65,368300,0,6,NaN,0.0000000000000000000000000000000045254564362285954
18550,556,0,NaN,0.000000000000000000000012970648690688136,NaN,0.02369720497862062,0,0,NaN,0,NaN,-0.000000000000000000003636804995179462,0,0,19091.65,23650,0,6,NaN,0.000000000000000000018416374412732055
18600,508.15,0,NaN,0.000000000000000000010922980328651395,NaN,0.023245998574740377,3600,0,NaN,0,NaN,-0.0000000000000000029471458779516826,0,0,19091.65,180350,0,6,NaN,0.000000000000000015213693841420695
