Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
18900,800,0,NaN,0.0000000000000000006796374891091969,NaN,0.09286265907894188,0,0,NaN,0,NaN,-0.0000000000000031147215517736334,0,0,19696.6,57050,0,1,NaN,0.0000000000000006708232528913113
18950,670,0,NaN,0.000000000000000036525295374879923,NaN,0.09212687972357406,0,0,NaN,0,NaN,-0.00000000000016475026866887873,0,0,19696.6,4350,0,1,NaN,0.00000000000003576594999487892
19000,704.2,0,NaN,0.0000000000000000001527040386809599,NaN,0.07925135290189739,700,0,NaN,0,NaN,-0.0000000000000005097104804379152,0,0,19696.6,1310150,0,1,NaN,0.00000000000000012863136382513718
19050,649.9,0,0.00006204714829116954,0.00000000000000000000000000000000000003901832932326879,0.2538060730294327,0.05024825959438324,0,0,0.994268677787058,0,-4.928108010750319,-0.00000000000000000000000000000000005235647372720564,0,0,19696.6,6200,0,1,0.1673838303026545,0.00000000000000000000000000000000002083911926496178
19100,601.95,0,NaN,0.000000000000000020311108721029864,NaN,0.07247753416850415,0,0,NaN,0,NaN,-0.00000000000005670222749126643,0,0,19696.6,88750,0,1,NaN,0.000000000000015646842333084494
19150,557.65,0,0.0003168793300003484,NaN,0.3398523311525119,NaN,0,0,0.9450981466934091,NaN,-22.127054428990238,NaN,0,0,19696.6,13150,0,1,1.1446529464839124,NaN
19200,506.1,0,0.00033642869303875437,0.000000000000000047445162500836015,0.3012233177234271,0.060850210501045686,100,0,0.9491456267603353,0,-18.92079433436253,-0.00000000000009336321079220418,0,0,19696.6,149200,0,1,1.077137838093397,0.000000000000030686240860448544
19250,452.35,0,0.000283145529564462,0.0000000000000000014246698571706969,0.23613515082106043,0.051843403490472645,0,0,0.9694905395215591,0,-11.158171574350469,-0.00000000000000203498361219969,0,0,19696.6,87450,0,1,0.7106569633879418,0.0000000000000007850501607494434
19300,404.25,0,0.00040752337839230807,0.00000000000000000010435467466626814,0.2351820466602461,0.04435055601843441,4300,0,0.9525733297784338,0,-14.70575783922968,-0.00000000000000010908617572464535,0,0,19696.6,815100,0,1,1.0187001253748058,0.000000000000000049192698138577294
19350,350.15,0,0.0002032856783332351,NaN,0.15249584220102919,NaN,0,0,0.9876417520060327,NaN,-5.352263221795618,NaN,0,0,19696.6,81900,0,1,0.32949926657247,NaN
19400,304.75,0,0.0006194365748269885,0.00000000000000000000000000037110380107538794,0.190604129226339,0.02696889148785566,6050,0,0.9382836696960191,0,-14.66285673812984,-0.00000000000000000000000014344362930981857,0,0,19696.6,826450,0,1,1.254928018821279,0.00000000000000000000000010637710443116473
19450,256.3,0,0.0008372915148184175,0.00000000000000008966322769460327,0.17571379810682658,0.030168606567023665,2450,0,0.91780767922218,0,-16.39065127678682,-0.00000000000004336951263364232,0,0,19696.6,284300,0,1,1.5637676425854443,0.00000000000002875141915307957
19500,208.85,0,0.0011563837071670204,0.00000000000000000000000000000000000000000000000009939725722332239,0.16218093710169934,0.01315540166410422,67450,0,0.8855878332642125,0,-18.730351807865404,-0.000000000000000000000000000000000000000000000009142022721410964,0,0,19696.6,2722950,0,1,1.993386146632797,0.000000000000000000000000000000000000000000000013898507935878315
19550,161.45,0,0.0016056339289340481,0.000000000000000000000000002789455962562366,0.14347203717551327,0.013565701254068889,47600,0,0.8457389061392674,0,-20.022160258902847,-0.00000000000000000000000027281213072325734,0,0,19696.6,1232650,0,1,2.4485189405052603,0.00000000000000000000000040220866671589163
19600,117.45,0,0.002244779036323894,0.00000000000000000000000059209965552718805,0.13072114094799916,0.009436877999926947,349900,0,0.7714701749642562,0,-22.632840048906885,-0.00000000000000000000002802277630243544,0,0,19696.6,4744650,0,1,3.1189548922329267,0.00000000000000000000005938993023466526
19650,78.15,0,0.002961776869147941,0.0000000000002004907801623011,0.12048434275902715,0.006620806408503799,372600,0,0.65629249806664,-0.00000000000018495656829102504,-24.765020853670052,-0.0000000000041265561897554024,0,0,19696.6,4627850,0,1,3.7929106853716643,0.000000000014108958671920555
19700,46.5,0,0.003405724107217645,-0.0034070103848916414,0.11361616036412912,-0.00012019779485248921,966150,0,0.4996061742279922,-0.00010710187219641111,-24.824857859792466,0.00034114522871488194,0,0,19696.6,13443300,0,1,4.112815598100002,0.0043527089026412944
19750,24.45,0,0.003192576745832226,-0.00000000000000030794390314479885,0.10993800876778055,-0.006018290725382302,800400,0,0.32935015026301623,0,-21.470842829659322,0.0000000000000059275825017489475,0,0,19696.6,10541950,0,1,3.7306016569925102,0.000000000000019698558186128195
19800,11.9,0,0.0023848908253185806,-0.0000000000000000005617626834822734,0.11046985990389353,-0.011049671213121996,744950,0,0.19029130172198566,0,-16.024791135238317,0.000000000000000036451152854693564,0,0,19696.6,16909100,0,1,2.8002833119668176,0.00000000000000006597690040117417
19850,5.35,0,0.001496324010951861,-0.00000000000000007522346328163735,0.11227702307289822,-0.01781205676752043,276100,0,0.09821917132943592,0,-10.312474072549099,0.000000000000012683559076698985,0,0,19696.6,8116050,0,1,1.7856905499623545,0.000000000000014241543514308745
19900,2.7,0,0.0008723318208663206,-0.000000000000000000000000000000000004090419190514576,0.11901502918154092,-0.015506499483586608,320100,0,0.05238809977718891,0,-6.72024114635884,0.0000000000000000000000000000000005227030398516367,0,0,19696.6,11601700,0,1,1.1035021624075863,0.00000000000000000000000000000000067417284011121885
