Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
18900,1097,0.85,NaN,NaN,NaN,NaN,0,7400,NaN,NaN,NaN,NaN,0,0,19962.4,8900,791250,1,NaN,NaN
18950,1227.55,0.9,NaN,NaN,NaN,NaN,0,4200,NaN,NaN,NaN,NaN,0,0,19962.4,0,146350,1,NaN,NaN
19000,977.55,0.85,NaN,NaN,NaN,NaN,0,11500,NaN,NaN,NaN,NaN,0,0,19962.4,126050,4825350,1,NaN,NaN
19050,927.45,1.05,NaN,NaN,NaN,NaN,0,4900,NaN,NaN,NaN,NaN,0,0,19962.4,1350,241050,1,NaN,NaN
19100,877,1.2,NaN,NaN,NaN,NaN,0,5650,NaN,NaN,NaN,NaN,0,0,19962.4,10550,780550,1,NaN,NaN
19150,819,1.2,NaN,NaN,NaN,NaN,0,1000,NaN,NaN,NaN,NaN,0,0,19962.4,1800,348050,1,NaN,NaN
19200,776.85,1.35,NaN,NaN,NaN,NaN,0,63300,NaN,NaN,NaN,NaN,0,0,19962.4,21000,2546700,1,NaN,NaN
19250,741.85,1.5,NaN,NaN,NaN,NaN,0,4750,NaN,NaN,NaN,NaN,0,0,19962.4,4750,416500,1,NaN,NaN
19300,676,1.75,NaN,0.0001238680178098276,NaN,0.3014020061291739,0,46550,NaN,-0.015526707492376043,NaN,-6.09602265830539,0,0,19962.4,35150,2464650,1,NaN,0.4076035607340562
19350,625,1.9,NaN,0.00014567960848137047,NaN,0.284932934477714,0,2500,NaN,-0.017573668803872473,NaN,-6.40361180078891,0,0,19962.4,4300,484600,1,NaN,0.4531834686502012
19400,582.7,2,0.0003734965435150467,0.0001700485047209869,0.4083459824156135,0.26680709898003274,100,7200,0.9122115118546762,-0.019508691165654207,-36.608665596913404,-6.549483748585576,0,0,19962.4,58400,2638800,1,1.6651275899784423,0.4953393625140181
19450,519.6,2.35,0.00027457492382827953,0.00021110221311756652,0.2803370821520577,0.25267746269925045,0,13500,0.9632103331151209,-0.0236256627630185,-14.55437746499156,-7.286613818584936,0,0,19962.4,6250,748300,1,0.840376816979732,0.5823605348736726
19500,483,2.7,0.0004744525401004817,0.0002613759616184874,0.35443791607667874,0.2370529114942086,500,154150,0.8997969502066676,-0.028257014610858673,-35.12956126042701,-7.933142922681314,0,0,19962.4,122000,5655150,1,1.8359700539569912,0.6764622722247577
19550,431,3.1,0.0005323181549770901,0.0003268495614807522,0.3153702157350452,0.2207373834838594,100,21900,0.9000307420780596,-0.033964246308611265,-31.504164657402082,-8.591843574140071,0,0,19962.4,16200,1162550,1,1.8328401764902524,0.7876920090499513
19600,383.85,3.85,0.0006322646849055161,0.0004263834371154025,0.30119185107111285,0.20674871666233616,250,68200,0.8808638036153948,-0.04342959694301439,-33.86494955659655,-9.819048441621497,0,0,19962.4,129500,3989800,1,2.079097160653362,0.9624447134585724
19650,334.9,4.5,0.0007476710978965319,0.0005506921544532389,0.2761350406276483,0.18942183672196994,450,26850,0.866223095893329,-0.0536000164923408,-33.641202643234365,-10.625681271354933,0,0,19962.4,27050,1788650,1,2.2540562839340703,1.1388632407713786
19700,285,5.85,0.0008983163103967561,0.0007466814696938997,0.24574376063781636,0.1752351835947372,26800,83900,0.8523578181871109,-0.07166735227080494,-32.1018969577353,-12.301734856261369,0,0,19962.4,240550,3511050,1,2.4101519718931415,1.428529865166422
19750,237.75,7.95,0.0011048345810362212,0.0010329780061950882,0.224319170983935,0.16166593345399577,1600,127600,0.8236914869433498,-0.0992175501727146,-32.75938175723955,-14.440528559885772,0,0,19962.4,105450,3230950,1,2.7058037421575136,1.8232332470668848
19800,191.85,12.5,0.0013757734693704746,0.0014495376469377188,0.2040836710461342,0.15375888754201533,30950,210850,0.783453972637378,-0.14973583647951633,-33.579705122545214,-18.258736933723625,0,0,19962.4,1020900,6029400,1,3.065404782642748,2.4333376179164374
19850,148.75,19.4,0.0017065618127291124,0.001960525374268342,0.18730793995407144,0.14515620232722973,32750,182250,0.724407114350812,-0.22164456313064185,-34.81586112851523,-21.88574693625024,0,0,19962.4,720900,4375450,1,3.489882889151462,3.1069960967865864
19900,110.5,31.55,0.0020332170518256054,0.002454410560564939,0.17594703238541012,0.14061769372305566,202200,365350,0.6408409766596203,-0.32658586228085634,-36.249484261299074,-25.51363339536836,0,0,19962.4,3457900,7080850,1,3.9056950583101373,3.7680774811931124
19950,77.85,48.9,0.002266462913124392,0.0028100100959394365,0.16773937844751186,0.13501056244711415,351150,404100,0.5366984087448212,-0.4551617289901352,-36.39671975777727,-26.594832127288644,0,0,19962.4,4923000,6075900,1,4.150651679020454,4.141982593923526
20000,51.4,72.9,0.0023196011506393813,0.0028655492126929676,0.16130373812593077,0.12903471923147378,571600,428250,0.42034524411878404,-0.5998952945608839,-34.1895739554366,-24.24337747423562,0,0,19962.4,13883000,8208100,1,4.0849842863142225,4.036891670091008
20050,31.95,103.25,0.002129959078527968,0.0025461436140605466,0.15747013819944525,0.11960904509984012,260000,151600,0.30536508062868317,-0.7493135442819178,-29.73599409110512,-17.63188689420142,0,0,19962.4,9231400,2687450,1,3.6618631594137914,3.324907458032509
20100,20,141.3,0.0017361964474475822,0.0017562727912888694,0.1597435490128381,0.10899112425150453,250200,137350,0.2119881153790339,-0.8799894241205444,-24.813287245210436,-8.739667676407768,0,0,19962.4,14413950,4735900,1,3.027992777048347,2.089853044758149
20150,13.1,183.75,0.001318936170210876,NaN,0.1666291737957192,NaN,126050,18000,0.1466279059240025,NaN,-20.42535258124956,NaN,0,0,19962.4,7074750,1389150,1,2.3994265610892773,NaN
20200,9,229.65,0.0009762411634729189,NaN,0.1759611906219913,NaN,101750,15100,0.1031378342379651,NaN,-16.806122060760277,NaN,0,0,19962.4,12614050,2015700,1,1.8754550104553398,NaN
20250,6.6,277.1,0.0007251179703483333,NaN,0.18759059748357837,NaN,80500,3200,0.07540044168968313,NaN,-14.152957893101496,NaN,0,0,19962.4,6071400,359050,1,1.4850886454089738,NaN
20300,5.55,326,0.0005625386424570313,NaN,0.20416377185466275,NaN,171100,41100,0.060568424254505114,NaN,-12.979579867702009,NaN,0,0,19962.4,8655300,700800,1,1.253902256902246,NaN
