Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
21000,0,0.85,NaN,NaN,NaN,NaN,0,20125,NaN,NaN,NaN,NaN,0,0,22286.7,0,5571500,1,NaN,NaN
21050,0,0.8,NaN,NaN,NaN,NaN,0,7900,NaN,NaN,NaN,NaN,0,0,22286.7,0,245125,1,NaN,NaN
21100,0,0.95,NaN,NaN,NaN,NaN,0,10650,NaN,NaN,NaN,NaN,0,0,22286.7,0,1178400,1,NaN,NaN
21150,0,1,NaN,NaN,NaN,NaN,0,56025,NaN,NaN,NaN,NaN,0,0,22286.7,0,645200,1,NaN,NaN
21200,0,1.05,NaN,NaN,NaN,NaN,0,6250,NaN,NaN,NaN,NaN,0,0,22286.7,0,2491300,1,NaN,NaN
21250,0,1.1,NaN,NaN,NaN,NaN,0,11450,NaN,NaN,NaN,NaN,0,0,22286.7,0,469025,1,NaN,NaN
21300,0,1.25,NaN,NaN,NaN,NaN,0,24050,NaN,NaN,NaN,NaN,0,0,22286.7,0,1832225,1,NaN,NaN
21350,0,1.35,NaN,NaN,NaN,NaN,0,1550,NaN,NaN,NaN,NaN,0,0,22286.7,0,606025,1,NaN,NaN
21400,0,1.55,NaN,NaN,NaN,NaN,0,9600,NaN,NaN,NaN,NaN,0,0,22286.7,0,2998825,1,NaN,NaN
21450,789,1.65,NaN,NaN,NaN,NaN,0,6325,NaN,NaN,NaN,NaN,0,0,22286.7,0,1307250,1,NaN,NaN
21500,786.45,2.05,NaN,NaN,NaN,NaN,275,88575,NaN,NaN,NaN,NaN,0,0,22286.7,267025,5642525,1,NaN,NaN
21550,684.05,2.35,NaN,0.00012255643177574202,NaN,0.3085650204213213,0,10375,NaN,-0.01792692281198128,NaN,-7.879500915412973,0,0,22286.7,0,1352725,1,NaN,0.5146138492423749
21600,683.8,2.7,NaN,0.00014591023836661103,NaN,0.29660484600029796,0,44775,NaN,-0.021011648516007442,NaN,-8.663533891210069,0,0,22286.7,76000,3326800,1,NaN,0.5889286456486797
21650,636.45,3.25,NaN,0.00017807493459324165,NaN,0.28641935564269855,0,29950,NaN,-0.025538800898720064,NaN,-9.854179255042098,0,0,22286.7,42275,1265650,1,NaN,0.6940708844859045
21700,585.45,3.95,NaN,0.00021860898969058,NaN,0.2763223991682307,25,24275,NaN,-0.031295886328699056,NaN,-11.252262166903716,0,0,22286.7,150175,3996300,1,NaN,0.8220207451586207
21750,540.1,4.7,0.00004441066772848984,0.0002665456763844852,0.16993565551193587,0.2647832745891268,100,30775,0.9970897473915958,-0.037821067100372086,-4.090793737593029,-12.588419973924353,0,0,22286.7,107550,1703975,1,0.10270000951142136,0.9604192602234423
21800,487,5.8,NaN,0.00033037158258385435,NaN,0.2545708938492257,600,65625,NaN,-0.04697217051259371,NaN,-14.410244555036549,0,0,22286.7,325325,3778675,1,NaN,1.1444849892022881
21850,440.95,7.1,0.0001763195721018015,0.00040892241395734934,0.17377929500314862,0.24346031676353513,25,83250,0.9859385013401315,-0.05808961734282532,-6.822375925612773,-16.297099939962948,0,0,22286.7,299400,2682000,1,0.4169627169891162,1.3547768543202683
21900,393.1,9.4,0.00036042222131984374,0.0005175935448024378,0.1879257574580048,0.23610506163851627,2600,123825,0.9639990045320609,-0.07569893022546541,-11.795938743873535,-19.378516894524182,0,0,22286.7,573725,4109025,1,0.9217147512900359,1.6630021807142947
21950,345.45,12.45,0.0005315567082378508,0.0006504390577412744,0.18769202837531007,0.22862861469088702,3150,77500,0.9417168505994521,-0.09842788454176046,-15.811092634587665,-22.803394769533785,0,0,22286.7,501125,2210100,1,1.3576696221466882,2.0236521679545008
22000,299.2,16.6,0.000744358614993597,0.0008103173845822818,0.18769242208007572,0.22147623355357948,22450,167950,0.909524924770488,-0.1280648212501908,-20.813365419176193,-26.615209660605938,0,0,22286.7,2116950,6694550,1,1.9011992205701247,2.442198472992118
22050,255.25,22.4,0.0009889654559626692,0.0009958011232824387,0.18920867428407112,0.21524987406248935,12675,84400,0.8639033775114738,-0.16686864211592325,-26.917369370321712,-30.83314843834053,0,0,22286.7,935775,2228200,1,2.546366046353096,2.9168506154809024
22100,212.85,30,0.0012419881248916045,0.0011999728156940905,0.18704476228591374,0.20875369536118635,60050,178825,0.8103808168131277,-0.21503898582861455,-32.22232895948395,-34.85906154387078,0,0,22286.7,2311150,5470300,1,3.161270542841665,3.408821414315467
22150,174.2,40.75,0.0014809118576585485,0.0014028543635524215,0.18717444671587088,0.20424612400102848,51600,127875,0.7415253682168258,-0.2759722971989143,-37.736713187887176,-38.8929678839631,0,0,22286.7,1170250,2695000,1,3.772023921573185,3.8991063480599353
22200,138.8,55.5,0.0016820215148371138,0.0015716615985544632,0.18612559698309797,0.20177377196475874,233525,302300,0.6628394440090672,-0.3488172050311856,-41.827280393707724,-42.36582712037157,0,0,22286.7,4897625,5598600,1,4.260262114109116,4.3154135850976045
22250,107.25,73.85,0.0018205462281457936,0.0016922131578590894,0.18444705997297745,0.1989173921754636,289975,273175,0.5757169985006222,-0.42941051298888566,-44.03787813610522,-44.11585931519367,0,0,22286.7,4334975,3772325,1,4.569536156654711,4.580643513173014
22300,80,96.4,0.0018734152407183999,0.0017416418178066234,0.18237978224299797,0.1962076530929806,604600,309700,0.4831999347548365,-0.5153039813637076,-43.992217628801676,-43.88780796603899,0,0,22286.7,8111750,3348275,1,4.649533825605996,4.650219538909942
22350,57.2,123.55,0.0018283748084912622,0.0017040001109245345,0.17980850016537994,0.19404705668040192,186675,82075,0.3894241767215305,-0.602339531743988,-41.50646106104337,-41.62957384668164,0,0,22286.7,3200000,937075,1,4.473774781843177,4.49961491991443
22400,39.9,156.95,0.0016665763104804058,0.0015557931776408157,0.17926446275058244,0.19651425252064458,244325,115075,0.3015839340360965,-0.6819858046393492,-37.43654292486681,-38.58129235308057,0,0,22286.7,5120825,1081275,1,4.065538497803517,4.160490993775544
22450,26.8,192.7,0.0014333971769990368,0.0013752004908785516,0.17882304773855862,0.19548163760938947,141275,14975,0.22381777070334966,-0.7560667873493585,-31.92746904153622,-33.204180653214486,0,0,22286.7,2438600,189850,1,3.4880982313399125,3.6582270525619593
