Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
18150,1231.25,1.8,NaN,NaN,NaN,NaN,0,1100,NaN,NaN,NaN,NaN,0,0,19372.35,0,409150,1,NaN,NaN
18200,1190,1.8,NaN,NaN,NaN,NaN,0,2350,NaN,NaN,NaN,NaN,0,0,19372.35,23550,1660950,1,NaN,NaN
18250,1129.2,1.9,NaN,NaN,NaN,NaN,0,1150,NaN,NaN,NaN,NaN,0,0,19372.35,6900,739700,1,NaN,NaN
18300,1075,1.95,NaN,NaN,NaN,NaN,0,2000,NaN,NaN,NaN,NaN,0,0,19372.35,28600,3223500,1,NaN,NaN
18350,1038.85,2.1,NaN,NaN,NaN,NaN,0,1200,NaN,NaN,NaN,NaN,0,0,19372.35,49500,727800,1,NaN,NaN
18400,972.9,2.1,NaN,NaN,NaN,NaN,0,18900,NaN,NaN,NaN,NaN,0,0,19372.35,58200,3189050,1,NaN,NaN
18450,940,2.25,NaN,NaN,NaN,NaN,0,5700,NaN,NaN,NaN,NaN,0,0,19372.35,11900,561250,1,NaN,NaN
18500,871.05,2.3,NaN,NaN,NaN,NaN,50,23050,NaN,NaN,NaN,NaN,0,0,19372.35,304950,5901350,1,NaN,NaN
18550,820,2.35,NaN,NaN,NaN,NaN,300,16950,NaN,NaN,NaN,NaN,0,0,19372.35,14600,1225500,1,NaN,NaN
18600,770,2.45,NaN,NaN,NaN,NaN,50,22100,NaN,NaN,NaN,NaN,0,0,19372.35,133450,4832850,1,NaN,NaN
18650,723.2,2.55,NaN,NaN,NaN,NaN,0,14600,NaN,NaN,NaN,NaN,0,0,19372.35,57900,1085600,1,NaN,NaN
18700,673.45,2.65,NaN,NaN,NaN,NaN,2200,8400,NaN,NaN,NaN,NaN,0,0,19372.35,635350,5364650,1,NaN,NaN
