Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
18150,1325,0,NaN,0.000000000000000009307285215953053,NaN,0.06683088821693252,0,0,NaN,0,NaN,-0.000000000000021760465241450976,0,0,19548.2,0,0,7,NaN,0.000000000000045584687187073373
18200,1360,2.65,NaN,0.00004936702072429566,NaN,0.23363465867807998,0,1800,NaN,-0.011995960660092552,NaN,-1.3750899936645378,0,0,19548.2,3700,552300,7,NaN,0.8452650466105123
18250,1311.65,2.35,NaN,0.000049117001295590565,NaN,0.2223256505602634,0,0,NaN,-0.011263580078113964,NaN,-1.237560415023291,0,0,19548.2,3400,3800,7,NaN,0.8002766381085072
18300,1270.25,2.75,0.00006207627746770076,0.00005688517737590888,0.22446567073394308,0.21931085465823377,0,300,0.9848188699833567,-0.01313432994221587,-4.276874852515691,-1.3933754901896511,0,0,19548.2,8700,122200,7,1.0211612329713315,0.9142773628131636
18350,1183.75,2.85,NaN,0.00006180769284326999,NaN,0.21260138602690526,0,0,NaN,-0.013948652350041151,NaN,-1.4211564379272046,0,0,19548.2,2350,13250,7,NaN,0.9630023502319054
18400,1178,3.05,0.00012194959056129534,0.00006842233786288397,0.2544639382347909,0.20677163868216422,0,0,0.9609810592766316,-0.015198786398025368,-6.720654543277795,-1.4864092728835,0,0,19548.2,3750,177900,7,2.274182502620971,1.0368301120452987
18450,1123.35,3.2,0.00010266338382723352,0.00007511854275359682,0.22168734305474816,0.20027944811567727,0,0,0.973122207550246,-0.01632792706573809,-5.273765558126644,-1.5290361986304504,0,0,19548.2,2350,28550,7,1.667919921893597,1.102560077984692
18500,1076.55,3.55,0.00013059888290069223,0.00008498141378635437,0.22916129320799206,0.19532117453500103,0,950,0.9626639953114969,-0.018319266479886957,-6.200925648182924,-1.642995370110836,0,0,19548.2,21100,479550,7,2.1933071253199388,1.2164436679030828
18550,1025,3.6,0.00012969554841346211,0.00009215572741797891,0.21254908330813296,0.18767199465413367,0,350,0.9662002475275995,-0.019225730545579994,-5.69777437820434,-1.642290086365856,0,0,19548.2,3000,42900,7,2.0202402948532234,1.2674782756650826
18600,975,4.05,0.0001391149002749788,0.00010535840135763924,0.20336950813881233,0.18289739998680776,0,0,0.9651239793080768,-0.02184242791776224,-5.648603592698653,-1.7804053447132069,0,0,19548.2,7950,347500,7,2.0733766819786394,1.412197463051622
18650,932.25,4.3,0.00019053144593778499,0.00011742843242588973,0.22188150944253213,0.17635713886843138,0,0,0.9427312349827698,-0.023792181772020107,-7.48948444759438,-1.841592581362565,0,0,19548.2,3950,51300,7,3.0981789434357494,1.5176968432980542
18700,876.95,4.4,0.00017672165605215855,0.00012910496093562445,0.1932656961193188,0.1686808794492686,0,950,0.9561146698185569,-0.025261511717002225,-6.0839046611289405,-1.8483901882059506,0,0,19548.2,26050,542550,7,2.5030139551081336,1.5959802406965298
18750,827,4.9,0.00019198959585475748,0.00014795442824465198,0.18397264940377858,0.1632342076448576,0,0,0.9542568462472114,-0.028594232427602347,-6.0339201923367956,-1.9793054124673797,0,0,19548.2,1650,130350,7,2.5885090044338797,1.7699372376105398
18800,775,5.35,0.00019147650187477402,0.00016854398033219918,0.16646205633824276,0.1570980823424894,0,250,0.9596843224633237,-0.031950172917753386,-5.435232675374237,-2.0831906608176727,0,0,19548.2,40650,590450,7,2.3358742699716717,1.9404517695297783
18850,730,5.75,0.0002507269357368922,0.00019142818224839294,0.17490737671079737,0.15037653250323335,0,350,0.9400065470504301,-0.0353656960661431,-6.6239364164089025,-2.1616930567339185,0,0,19548.2,10150,193500,7,3.213866569450673,2.1096220916740913
18900,676.55,6.3,0.00024809386138660805,0.0002200115876249805,0.1536783065042214,0.1440145898061533,0,1700,0.9496999958238275,-0.03977474608289664,-5.714035262678639,-2.27137066668352,0,0,19548.2,78400,738700,7,2.7941344994158612,2.3220457366970977
18950,627.95,7,0.00028875431316949723,0.00025524955573765575,0.1486977248869588,0.13784648877658104,0,600,0.941594053900091,-0.04527684885626712,-5.97439986845141,-2.4054583515167023,0,0,19548.2,8500,164000,7,3.1466723703589423,2.5785729713237693
19000,580.25,8.2,0.00034183817615141286,0.0003026793916490244,0.14547864235924277,0.1329236347273357,100,15200,0.9295026207721292,-0.05355461539030327,-6.392889462397415,-2.641649949011555,0,0,19548.2,115650,1336850,7,3.644504787739099,2.94851800208369
19050,528.75,9.35,0.0003713989319095956,0.000356700552716697,0.1311851902724997,0.12704047158437368,0,100,0.9313457248894644,-0.062302956262404306,-5.966474936492284,-2.8299702994734397,0,0,19548.2,14300,211700,7,3.570624519222071,3.32096732400451
19100,482.55,11.1,0.00045349428355423525,0.00042648964307910906,0.13043572695646813,0.12206507316664496,50,4450,0.9114213857150454,-0.07457307667847632,-6.6098857757525735,-3.106738041180265,0,0,19548.2,55800,1027700,7,4.334980047906148,3.815211582682755
19150,434.25,13.2,0.0005301336650811666,0.0005108524004164911,0.12333563892996767,0.11690607339412226,0,1400,0.8985632825915337,-0.08947431796629,-6.763825010965985,-3.391169479883669,0,0,19548.2,17350,459000,7,4.791733930101658,4.376744908149105
19200,388.85,16.55,0.0006331446183812064,0.0006175054409949004,0.12086049032411204,0.11315980435279129,2250,5000,0.8736024553312958,-0.11093419322272548,-7.319299408196798,-3.812334797962219,0,0,19548.2,187600,1584850,7,5.607974040205395,5.120963725343251
19250,343.05,20.2,0.0007472099181970308,0.0007412166804979936,0.11591342936228426,0.10836722914680072,300,3500,0.8484640698350698,-0.13531307822024313,-7.668430888113838,-4.157811609493861,0,0,19548.2,57500,485500,7,6.3473888663988465,5.886564081740658
19300,299.8,25.8,0.0008763720473630635,0.0008868509076885056,0.11308277826470765,0.10498955576361395,19050,16550,0.8132066791594651,-0.16898573767486672,-8.18458476115844,-4.619199343112707,0,0,19548.2,218450,1420300,7,7.262793726158576,6.823629466288545
19350,257.35,32.55,0.0010181233796382801,0.001050172973195043,0.10916773831561102,0.10108528134666751,1200,3100,0.7734129560366826,-0.20902145354771282,-8.561427218464521,-5.001176950250328,0,0,19548.2,155700,1103250,7,8.145419318987116,7.779783017003166
19400,216.15,42.05,0.0011732020557644897,0.0012198879953783037,0.10458864490969334,0.09820356841504148,4900,21550,0.727170726490902,-0.25997067247362815,-8.800407807019981,-5.391772177172874,0,0,19548.2,933900,3474650,7,8.992409472236373,8.779422500470073
19450,178.7,54.5,0.0013164207487964873,0.0013805993172717266,0.10163072657585188,0.0957728086327295,7950,16850,0.6695476023796887,-0.32083272895155873,-9.038886579131539,-5.682381737112368,0,0,19548.2,516550,1295550,7,9.804793970522436,9.690107632008953
19500,145,70.7,0.0014306311060210209,0.001508684790667701,0.0995113688467249,0.09399322299776612,31850,39700,0.6031421380882823,-0.3909974097469823,-9.149558888732955,-5.822883985213838,0,0,19548.2,2066200,3480500,7,10.433237336337836,10.392350288112338
19550,114.55,90.35,0.001510046819243125,0.0015946222146577716,0.09727430267901044,0.09208860076274845,14550,9150,0.5307506469875327,-0.46755871054199555,-9.007575177042837,-5.697371820929903,0,0,19548.2,780250,930450,7,10.7648321382537,10.76173780997948
19600,88.15,113.7,0.0015347501141867105,0.0016250151441837412,0.09536771008024393,0.08998906233763446,31700,27200,0.4542553052490501,-0.5485128049198778,-8.616462006942317,-5.266497567874428,0,0,19548.2,2305100,1208150,7,10.726492959121101,10.716818171727905
19650,65.7,141.1,0.001499759630750229,0.0015863700160275481,0.09351356692111332,0.08780073186569541,23300,5150,0.376704766684318,-0.6310830974379883,-7.952724012131704,-4.5335180683689895,0,0,19548.2,855800,117700,7,10.278151269707871,10.207546138502464
19700,47.35,173,0.001401653749672027,0.001469049969589831,0.0918337963389808,0.08590742745045149,23750,7800,0.30156072072775153,-0.7108547546743358,-7.0592546332002035,-3.5684331471611244,0,0,19548.2,1874600,328100,7,9.433264334813234,9.248813146597916
