Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
20700,892,1,NaN,NaN,NaN,NaN,0,5550,NaN,NaN,NaN,NaN,0,0,21584.75,20150,1483600,1,NaN,NaN
20750,850,1.1,NaN,NaN,NaN,NaN,0,5800,NaN,NaN,NaN,NaN,0,0,21584.75,8450,568450,1,NaN,NaN
20800,794.8,1.25,NaN,NaN,NaN,NaN,200,26750,NaN,NaN,NaN,NaN,0,0,21584.75,38450,3273650,1,NaN,NaN
20850,739.7,1.3,NaN,0.00009018132001373766,NaN,0.2927723322475713,0,25450,NaN,-0.011380702402737149,NaN,-4.896497539966271,0,0,21584.75,7800,982900,1,NaN,0.33701389078117344
20900,696,1.5,NaN,0.00010877425227317732,NaN,0.28054221037652294,0,134550,NaN,-0.013451229413915477,NaN,-5.420156758697369,0,0,21584.75,51800,2940750,1,NaN,0.3895161799894036
20950,610.65,1.75,NaN,0.0001325230419380301,NaN,0.2683579427351232,0,41850,NaN,-0.016071058418405965,NaN,-6.038921032260158,0,0,21584.75,7600,951650,1,NaN,0.4539489661689815
21000,600,2.15,NaN,0.00016636198976424245,NaN,0.25776516292639173,1650,279400,NaN,-0.020014834464029935,NaN,-6.9897178102028406,0,0,21584.75,502000,8358850,1,NaN,0.5473681324319304
21050,540.75,2.55,0.0002176879058162506,0.00020608757620345914,0.2502075576761499,0.24533907915150704,0,49250,0.9733759066804468,-0.024328156943890775,-11.734857428348144,-7.838044208346086,0,0,21584.75,8900,939450,1,0.6952418499218481,0.645386272713082
21100,502.9,3.1,0.0004351646318539653,0.0002595008394410772,0.3248793579296223,0.23337037574600733,100,142400,0.9119414953700561,-0.030201551241966742,-32.15971035072887,-8.921982648230172,0,0,21584.75,142500,3151650,1,1.8045831181937175,0.7730109997924377
21150,451.8,4,0.0004891140029052042,0.00033625758836794233,0.293606242116394,0.22327413448732533,0,113900,0.9100705677014878,-0.03923044152795004,-29.759425828904096,-10.571254827568367,0,0,21584.75,17650,1884400,1,1.8330595009585617,0.9583225108698331
21200,403.7,5.3,0.0005785293641678025,0.0004402490231477085,0.27767041956332095,0.2138061574033075,500,118450,0.8952376022503359,-0.05196318321372392,-31.27855570905255,-12.675833307316603,0,0,21584.75,179100,3811200,1,2.05048315106974,1.2014889767921537
21250,354.75,7.05,0.0006839950741725227,0.0005763049258229708,0.25594465784795484,0.20401269533933344,300,204500,0.8818719979602576,-0.06903166555142508,-31.37333083447654,-15.084897740214908,0,0,21584.75,24550,1927600,1,2.2346022142321886,1.5007581365446374
21300,307.65,9.65,0.0008254455323639879,0.0007571176965192152,0.24035181650721665,0.19508356648878333,8900,171850,0.8585023493105913,-0.09336977187808483,-33.14367426849261,-18.087046872898938,0,0,21584.75,291700,4898050,1,2.5324274444526726,1.885320827861206
21350,261.15,13.6,0.0010026736051109784,0.0009894324780406803,0.2239343918258921,0.1873594086784652,1450,216850,0.8293067405632514,-0.12814153227501654,-34.71469694248887,-21.751567469763778,0,0,21584.75,65500,1962450,1,2.8660354737768734,2.366262114228492
21400,217.35,19.15,0.0012146189884022136,0.001269971577384096,0.21243069669244571,0.1794737360231576,59350,324350,0.7858154280657142,-0.17472079604448548,-37.47452572571182,-25.540948569538532,0,0,21584.75,908200,5787000,1,3.293506470933878,2.909350772580627
21450,174.5,26.8,0.0014670965477640665,0.0015919515229768737,0.1981917730742485,0.17111402886640062,55600,425050,0.7334148584621665,-0.2356464029904952,-39.11057551756724,-28.984564568653663,0,0,21584.75,546250,3042950,1,3.7114661118986016,3.477095644405708
21500,135.7,37.85,0.0017199970162966559,0.0019216756412352848,0.18796041872602048,0.16367914916605014,390150,545000,0.6627239407982384,-0.3152790526372552,-40.89294922149283,-31.83464120106012,0,0,21584.75,3130100,8614050,1,4.126627602059462,4.014899007778241
21550,101.1,53.6,0.0019341796275541374,0.0021879471884775127,0.17920943065003087,0.15760920796054223,456950,552200,0.5762558207761633,-0.413881579703514,-41.48365229221384,-33.34353266786639,0,0,21584.75,3266650,4841050,1,4.424445461279704,4.40169151957028
21600,71.5,74.4,0.002054250541777818,0.0023283407185882357,0.17160196173866138,0.15131823375289877,1081400,689800,0.4770499538637798,-0.5264352695735945,-40.131545232099846,-32.31474335867501,0,0,21584.75,11912850,8585900,1,4.499630375711599,4.497166615412437
21650,48.6,101.3,0.002001145887395475,0.0022633143258824324,0.1674847989349907,0.14553420160413816,508150,225700,0.37337454382550217,-0.6453398084237709,-37.02057034162651,-28.496082033886296,0,0,21584.75,6862650,2470450,1,4.27814330737282,4.2044686775255915
21700,31.75,134.5,0.0017893108004130524,0.0019688249665955264,0.16550502955866098,0.14022266813847864,582300,330050,0.27653209486106384,-0.7584877486283461,-32.16628032478861,-22.237275269280538,0,0,21584.75,13140400,3181200,1,3.780055365651127,3.5239238576406424
