Strike Price,CALL_LTP,PUT_LTP,GAMMA_CALL,GAMMA_PUT,IV_CALL,IV_PUT,VOLUME_CALL,VOLUME_PUT,DELTA_CALL,DELTA_PUT,THETA_CALL,THETA_PUT,RHO_CALL,RHO_PUT,Underlying LTP,CALL_OPEN_INTEREST,PUT_OPEN_INTEREST,Days to Expiry,Vega_Call,Vega_Put
20700,1090.3,8.3,NaN,0.00013045161457720772,NaN,0.3008612574725022,0,16100,NaN,-0.035029439059798356,NaN,-7.523242703582081,0,0,21730.65,106800,1680300,3,NaN,1.5233144060155812
20750,1043.5,9.4,0.00022837488669486257,0.0001470938770746943,0.44776602206383387,0.29539336138457284,0,8100,0.8786774258439642,-0.03967453749420885,-32.277271205563956,-8.172215463225312,0,0,21730.65,6000,515250,3,3.9689287628406844,1.686433226722286
20800,991.95,10.7,0.00024159732958523426,0.00016611715231695977,0.4274849252199889,0.2901168005394744,0,34000,0.8769507503166062,-0.04509479195164604,-31.221886784824193,-8.89616504530018,0,0,21730.65,171450,1909000,3,4.008544953387334,1.8705149392635638
20850,932.3,12.05,0.00025166435511646,0.00018682506523600524,0.38653877793032565,0.28412070087776137,0,29600,0.8869250780023126,-0.050878284522491955,-27.02914991981222,-9.588499207915088,0,0,21730.65,8300,691500,3,3.775622812160556,2.060211675966918
20900,879.35,14.1,0.00026677902172921476,0.00021260512451313422,0.3628143577029509,0.28030633108227343,0,27500,0.8877157373259097,-0.05890125958304404,-25.43435580436516,-10.61220391354654,0,0,21730.65,132700,2075600,3,3.7567298446102955,2.313025706798063
20950,833.3,16.2,0.00028926651552522986,0.00024017136380651753,0.35695193681469145,0.27535069116669053,0,12150,0.8769931478841894,-0.06732156903923037,-26.533353021940695,-11.557774241894066,0,0,21730.65,10650,1443100,3,4.007575668424243,2.5667361035129947
21000,793.65,18.6,0.00031505881399583586,0.00027089978307967555,0.3647691622687329,0.27027841343514447,5050,74100,0.8563105286748098,-0.07688098850740775,-29.749260789379242,-12.548399882215023,0,0,21730.65,510300,4199650,3,4.460500309468705,2.8418021756868685
21050,748.5,21.3,0.0003394293713099135,0.00030494987338902223,0.3581183346068534,0.2649498215264771,0,18850,0.8437107186040936,-0.08761909028543705,-30.758689131770804,-13.559482761471383,0,0,21730.65,13800,755200,3,4.717911610293419,3.1359267729924136
21100,703,24.8,0.0003655960385749067,0.00034373230220347386,0.3497614553713922,0.2607002195854181,0,37100,0.831069587458984,-0.10082005758933738,-31.49787593638443,-14.780412671333751,0,0,21730.65,174000,1720300,3,4.96303402857304,3.4780479735635583
21150,658.15,28.65,0.0003937035032069412,0.00038589387079074046,0.3417613358122312,0.2558710131473196,0,12000,0.8169341412030849,-0.11535749134966657,-32.275630346801094,-15.963431740667698,0,0,21730.65,38300,649100,3,5.22235068803708,3.8323290714413583
21200,608.4,33.5,0.000427525569845299,0.00043240129611965984,0.3237450971881576,0.25195063725051386,2850,46200,0.8083786796728994,-0.1327605311486034,-31.496630481901583,-17.31884466647578,0,0,21730.65,630450,3097000,3,5.372038530235215,4.228402028071027
21250,559.8,38.85,0.00046569008474421565,0.0004823024780335771,0.30750817910165873,0.2474114750699539,150,18550,0.7972950981910072,-0.15187459819167695,-30.969563852125056,-18.597755641651887,0,0,21730.65,112300,1274950,3,5.558114472874337,4.631409222222843
21300,517.05,45.35,0.00050267488828021,0.000535557178840329,0.3008661844100899,0.24346895713189448,3000,59450,0.7774547579381328,-0.17405844867611234,-31.86148946303422,-19.96283194388704,0,0,21730.65,1075500,3605550,3,5.869949874154249,5.060847664521094
21350,475.2,52.75,0.0005413158652759998,0.0005915541006569564,0.29431366958206584,0.2393004556173371,1650,18250,0.7555880077856219,-0.19873767459796873,-32.69530871893426,-21.25851184581259,0,0,21730.65,241600,2364200,3,6.183509235559549,5.494293040262372
21400,432.55,61.5,0.0005848066553865826,0.0006491105230624458,0.285058181395593,0.2354816957112205,4550,67450,0.7334611795507883,-0.22664415780700753,-33.03974034604362,-22.537121021352306,0,0,21730.65,1527200,4003400,3,6.470228835287683,5.932662306260333
